imagen,clase,R,G,B,H,S,V,L,a,b,cx,cy,n_pixeles
DSC_9948.png,BIL,208,182,138,19,86,208,192,131,154,1672,1395,5789
DSC_9948.png,GLU,86,172,177,92,131,177,167,104,117,1658,1206,5789
DSC_9949.png,LEU,181,171,159,16,31,181,180,129,135,1674,2954,5789
DSC_9949.png,NIT,186,180,158,24,38,186,187,126,140,1692,2765,5789
DSC_9949.png,URO,200,152,104,15,122,200,169,140,160,1711,2576,5789
DSC_9949.png,PRO,175,162,76,26,144,175,169,122,174,1712,2388,5789
DSC_9949.png,pH,187,116,49,15,188,187,141,150,175,1710,2199,5789
DSC_9949.png,BLO,192,136,48,18,191,192,155,141,181,1705,2011,5789
DSC_9949.png,SG,67,80,46,41,108,80,82,116,146,1722,1822,5789
DSC_9949.png,KET,170,140,124,10,69,170,155,137,141,1706,1634,5789
DSC_9949.png,BIL,195,173,137,19,76,195,183,130,149,1702,1445,5789
DSC_9949.png,GLU,70,160,164,91,146,164,155,103,118,1706,1257,5789
DSC_9950.png,LEU,144,136,125,17,34,144,146,129,135,1672,2935,6077
DSC_9950.png,NIT,148,144,122,25,45,148,152,126,140,1693,2747,6077
DSC_9950.png,URO,158,120,78,16,129,158,136,137,157,1711,2558,6077
DSC_9950.png,PRO,139,128,58,26,149,139,136,123,167,1709,2370,6077
DSC_9950.png,pH,147,90,35,15,194,147,112,147,168,1708,2181,6077
DSC_9950.png,BLO,151,105,34,18,198,151,123,140,173,1703,1993,6077
DSC_9950.png,SG,50,61,35,43,109,61,61,118,143,1719,1804,6077
DSC_9950.png,KET,133,109,94,12,75,133,122,135,140,1704,1616,6077
DSC_9950.png,BIL,154,134,102,18,86,154,145,131,148,1701,1427,6077
DSC_9950.png,GLU,51,120,124,92,150,124,119,108,119,1703,1239,6077
DSC_9951.png,LEU,247,234,224,13,24,247,238,131,134,1674,2944,5789
DSC_9951.png,NIT,255,249,220,25,35,255,249,125,143,1686,2758,5789
DSC_9951.png,URO,255,214,148,18,107,255,224,134,166,1705,2572,5789
DSC_9951.png,PRO,239,226,110,27,138,239,227,118,185,1706,2386,5789
DSC_9951.png,pH,255,166,72,15,183,255,193,153,188,1708,2200,5789
DSC_9951.png,BLO,255,189,73,19,182,255,206,141,193,1702,2014,5789
DSC_9951.png,SG,97,115,71,42,98,115,117,113,150,1721,1828,5789
DSC_9951.png,KET,233,195,173,11,66,233,208,138,144,1701,1642,5789
DSC_9951.png,BIL,255,231,183,20,72,255,236,129,154,1694,1456,5789
DSC_9951.png,GLU,98,225,234,92,148,234,212,96,113,1703,1270,5789
DSC_9954.png,LEU,101,77,105,146,68,105,92,144,116,1631,2990,6361
DSC_9954.png,NIT,171,53,94,170,176,171,105,179,131,1643,2800,6361
DSC_9954.png,URO,192,142,96,14,128,192,160,141,160,1637,2609,6361
DSC_9954.png,PRO,139,142,77,31,117,142,147,117,162,1640,2419,6361
DSC_9954.png,pH,176,123,57,17,172,176,142,142,171,1643,2228,6361
DSC_9954.png,BLO,170,128,52,19,177,170,144,136,174,1636,2038,6361
DSC_9954.png,SG,118,102,39,24,171,118,111,126,165,1647,1847,6361
DSC_9954.png,KET,166,132,109,12,88,166,147,138,145,1639,1657,6361
DSC_9954.png,BIL,192,146,94,16,130,192,163,139,162,1637,1466,6361
DSC_9954.png,GLU,97,153,136,81,93,153,151,106,131,1645,1276,6361
DSC_9955.png,LEU,178,168,157,16,30,178,177,130,135,1623,2834,6921
DSC_9955.png,NIT,183,173,152,20,43,183,181,128,140,1620,2647,6921
DSC_9955.png,URO,198,152,105,15,120,198,169,139,159,1642,2460,6921
DSC_9955.png,PRO,159,153,78,28,130,159,159,120,168,1639,2273,6921
DSC_9955.png,pH,186,114,54,14,181,186,140,151,172,1638,2086,6921
DSC_9955.png,BLO,191,134,51,18,187,191,154,142,179,1635,1899,6921
DSC_9955.png,SG,137,110,44,21,173,137,122,131,168,1641,1712,6921
DSC_9955.png,KET,169,136,119,10,75,169,151,138,142,1629,1525,6921
DSC_9955.png,BIL,199,138,89,13,141,199,160,146,163,1626,1338,6921
DSC_9955.png,GLU,81,162,166,91,131,166,158,105,118,1617,1151,6921
DSC_9957.png,LEU,179,168,154,17,36,179,177,129,137,1620,2860,6625
DSC_9957.png,NIT,185,176,147,23,52,185,183,126,144,1618,2674,6625
DSC_9957.png,URO,198,155,108,16,116,198,171,138,159,1634,2487,6625
DSC_9957.png,PRO,122,135,79,37,106,135,138,114,156,1635,2300,6625
DSC_9957.png,pH,189,108,58,11,177,189,138,156,169,1632,2113,6625
DSC_9957.png,BLO,118,116,52,29,143,118,122,120,163,1636,1927,6625
DSC_9957.png,SG,137,108,33,22,194,137,120,131,172,1631,1740,6625
DSC_9957.png,KET,168,133,107,13,93,168,148,138,147,1624,1553,6625
DSC_9957.png,BIL,190,161,115,18,101,190,173,132,156,1624,1366,6625
DSC_9957.png,GLU,88,162,165,91,119,165,159,106,119,1609,1180,6625
DSC_9959.png,LEU,177,166,158,13,27,177,176,130,134,1680,2886,7525
DSC_9959.png,NIT,185,178,158,22,37,185,185,127,139,1672,2694,7525
DSC_9959.png,URO,199,153,102,16,124,199,170,139,161,1669,2502,7525
DSC_9959.png,PRO,168,159,78,27,137,168,165,120,171,1669,2310,7525
DSC_9959.png,pH,183,123,53,16,181,183,144,145,174,1665,2118,7525
DSC_9959.png,BLO,206,139,50,17,193,206,161,146,183,1664,1926,7525
DSC_9959.png,SG,124,106,43,23,167,124,116,127,165,1666,1734,7525
DSC_9959.png,KET,172,141,121,12,76,172,156,137,143,1661,1542,7525
DSC_9959.png,BIL,198,149,98,15,129,198,167,140,162,1661,1350,7525
DSC_9959.png,GLU,72,158,165,92,144,165,154,104,117,1659,1158,7525
DSC_9960.png,LEU,102,79,112,141,75,112,95,144,113,1669,2916,6361
DSC_9960.png,NIT,184,175,138,24,64,184,182,125,148,1645,2728,6361
DSC_9960.png,URO,198,152,100,16,126,198,169,139,162,1659,2539,6361
DSC_9960.png,PRO,166,157,80,27,132,166,163,121,169,1649,2351,6361
DSC_9960.png,pH,178,127,56,17,175,178,146,140,173,1660,2162,6361
DSC_9960.png,BLO,187,133,52,18,184,187,152,141,178,1652,1974,6361
DSC_9960.png,SG,107,100,48,26,141,107,107,123,158,1658,1785,6361
DSC_9960.png,KET,170,140,122,11,72,170,155,136,142,1641,1597,6361
DSC_9960.png,BIL,196,154,108,16,114,196,170,138,158,1633,1408,6361
DSC_9960.png,GLU,66,158,164,92,152,164,154,103,117,1625,1220,6361
DSC_9961.png,LEU,177,168,158,16,27,177,177,129,134,1657,2856,5789
DSC_9961.png,NIT,183,177,157,23,36,183,184,127,139,1654,2670,5789
DSC_9961.png,URO,198,151,105,15,120,198,168,140,159,1690,2482,5789
DSC_9961.png,PRO,172,159,77,26,141,172,166,122,172,1691,2296,5789
DSC_9961.png,pH,161,127,51,21,174,161,141,133,173,1692,2109,5789
DSC_9961.png,BLO,199,137,51,17,190,199,158,144,181,1688,1923,5789
DSC_9961.png,SG,84,90,58,36,91,90,94,119,146,1706,1735,5789
DSC_9961.png,KET,171,143,125,12,69,171,157,136,141,1687,1550,5789
DSC_9961.png,BIL,195,169,125,19,92,195,180,131,154,1688,1363,5789
DSC_9961.png,GLU,83,162,167,92,128,167,158,105,118,1677,1177,5789
DSC_9962.png,LEU,181,167,167,0,20,181,178,133,130,1731,2872,5789
DSC_9962.png,NIT,200,73,123,168,162,200,128,183,127,1695,2681,5789
DSC_9962.png,URO,212,153,110,13,123,212,173,145,159,1693,2490,5789
DSC_9962.png,PRO,194,163,84,22,145,194,174,130,173,1682,2299,5789
DSC_9962.png,pH,200,108,61,10,177,200,141,161,170,1677,2108,5789
DSC_9962.png,BLO,43,84,61,73,124,84,82,107,137,1669,1917,5789
DSC_9962.png,SG,93,97,50,33,124,97,102,118,154,1696,1726,5789
DSC_9962.png,KET,177,146,130,10,68,177,161,137,141,1679,1535,5789
DSC_9962.png,BIL,205,183,146,19,73,205,192,130,150,1678,1344,5789
DSC_9962.png,GLU,78,169,176,92,142,176,164,103,116,1666,1153,5789
DSC_9963.png,LEU,95,71,105,141,83,105,87,145,112,1809,2878,6625
DSC_9963.png,NIT,194,66,113,169,168,194,122,183,129,1805,2689,6625
DSC_9963.png,URO,207,157,102,16,129,207,174,140,164,1804,2500,6625
DSC_9963.png,PRO,175,165,84,27,133,175,171,121,171,1800,2311,6625
DSC_9963.png,pH,195,119,60,13,177,195,146,153,172,1791,2122,6625
DSC_9963.png,BLO,185,137,56,19,178,185,154,138,177,1788,1933,6625
DSC_9963.png,SG,120,113,73,26,100,120,121,124,151,1804,1744,6625
DSC_9963.png,KET,179,148,127,12,74,179,162,136,143,1778,1555,6625
DSC_9963.png,BIL,204,151,108,13,120,204,170,143,158,1781,1366,6625
DSC_9963.png,GLU,92,168,177,93,122,177,165,107,116,1765,1177,6625
DSC_9964.png,LEU,182,152,143,7,55,182,167,138,137,1780,2924,8173
DSC_9964.png,NIT,190,65,109,169,168,190,119,181,130,1793,2736,8173
DSC_9964.png,URO,204,153,99,15,131,204,171,141,164,1787,2548,8173
DSC_9964.png,PRO,165,159,80,28,131,165,165,119,170,1784,2361,8173
DSC_9964.png,pH,197,111,55,12,184,197,142,157,173,1776,2173,8173
DSC_9964.png,BLO,170,132,52,20,177,170,146,134,175,1775,1986,8173
DSC_9964.png,SG,150,114,40,20,187,150,128,134,173,1775,1798,8173
DSC_9964.png,KET,174,142,124,11,73,174,157,137,142,1771,1611,8173
DSC_9964.png,BIL,204,165,115,17,111,204,179,136,159,1768,1423,8173
DSC_9964.png,GLU,90,173,183,93,130,183,169,106,115,1763,1236,8173
DSC_9965.png,LEU,180,168,161,11,27,180,178,131,133,1792,2909,7845
DSC_9965.png,NIT,189,181,161,21,38,189,188,127,139,1738,2723,7845
DSC_9965.png,URO,204,156,103,16,126,204,173,139,163,1753,2534,7845
DSC_9965.png,PRO,178,165,82,26,138,178,172,122,172,1746,2346,7845
DSC_9965.png,pH,193,114,57,13,180,193,142,154,172,1748,2158,7845
DSC_9965.png,BLO,206,142,52,18,191,206,163,144,183,1743,1970,7845
DSC_9965.png,SG,114,106,55,26,132,114,114,123,158,1757,1781,7845
DSC_9965.png,KET,180,146,125,11,78,180,161,138,144,1746,1594,7845
DSC_9965.png,BIL,202,170,124,18,98,202,182,133,156,1746,1406,7845
DSC_9965.png,GLU,96,171,176,92,116,176,167,106,118,1740,1218,7845
DSC_9966.png,LEU,168,142,151,170,39,168,157,139,127,1733,2810,7525
DSC_9966.png,NIT,191,183,161,22,40,191,190,127,140,1729,2623,7525
DSC_9966.png,URO,205,155,102,15,128,205,172,140,163,1748,2436,7525
DSC_9966.png,PRO,175,163,82,26,136,175,170,121,171,1751,2249,7525
DSC_9966.png,pH,197,111,59,11,179,197,142,158,171,1753,2062,7525
DSC_9966.png,BLO,209,143,55,17,188,209,165,145,183,1752,1875,7525
DSC_9966.png,SG,144,118,53,21,161,144,130,130,167,1755,1688,7525
DSC_9966.png,KET,174,141,122,11,76,174,156,138,143,1748,1501,7525
DSC_9966.png,BIL,200,173,128,19,92,200,184,131,155,1752,1314,7525
DSC_9966.png,GLU,111,97,51,23,138,111,106,127,156,1761,1127,7525
DSC_9967.png,LEU,183,169,152,16,43,183,179,130,139,1775,2967,6361
DSC_9967.png,NIT,193,180,152,20,54,193,188,128,144,1773,2777,6361
DSC_9967.png,URO,202,150,94,16,136,202,168,141,165,1782,2587,6361
DSC_9967.png,PRO,166,159,79,28,134,166,165,120,170,1784,2397,6361
DSC_9967.png,pH,194,110,51,12,188,194,140,157,174,1787,2207,6361
DSC_9967.png,BLO,210,140,48,17,197,210,163,147,185,1793,2017,6361
DSC_9967.png,SG,156,116,47,19,178,156,132,136,171,1804,1827,6361
DSC_9967.png,KET,166,120,101,9,100,166,139,144,146,1795,1637,6361
DSC_9967.png,BIL,196,144,85,16,144,196,162,141,167,1802,1447,6361
DSC_9967.png,GLU,62,163,172,92,163,172,158,102,115,1802,1257,6361
DSC_9968.png,LEU,176,161,149,13,39,176,172,131,136,1776,2988,7213
DSC_9968.png,NIT,188,178,152,22,49,188,186,127,143,1775,2798,7213
DSC_9968.png,URO,199,148,100,15,127,199,166,142,161,1772,2608,7213
DSC_9968.png,PRO,155,153,81,29,122,155,158,118,166,1779,2418,7213
DSC_9968.png,pH,176,126,49,18,184,176,144,140,176,1768,2228,7213
DSC_9968.png,BLO,198,137,51,18,189,198,158,144,181,1771,2038,7213
DSC_9968.png,SG,99,97,53,29,118,99,103,122,153,1783,1848,7213
DSC_9968.png,KET,168,136,119,10,74,168,151,138,142,1768,1658,7213
DSC_9968.png,BIL,196,155,106,16,117,196,170,137,159,1765,1468,7213
DSC_9968.png,GLU,81,165,163,89,130,165,160,102,121,1761,1278,7213
DSC_9969.png,LEU,162,138,156,158,38,162,153,140,122,1759,2804,6077
DSC_9969.png,NIT,197,189,166,22,40,197,196,127,141,1758,2619,6077
DSC_9969.png,URO,210,163,111,16,120,210,179,139,162,1752,2433,6077
DSC_9969.png,PRO,181,165,77,25,147,181,172,123,175,1749,2248,6077
DSC_9969.png,pH,190,126,53,16,184,190,148,146,176,1741,2062,6077
DSC_9969.png,BLO,210,143,51,17,193,210,165,146,184,1741,1877,6077
DSC_9969.png,SG,103,101,55,29,119,103,107,122,154,1752,1691,6077
DSC_9969.png,KET,180,147,128,11,74,180,162,137,143,1733,1506,6077
DSC_9969.png,BIL,204,178,137,18,84,204,188,131,152,1728,1320,6077
DSC_9969.png,GLU,85,170,181,93,135,181,166,105,114,1733,1135,6077
DSC_9970.png,LEU,143,99,109,173,78,143,119,147,130,1782,2897,7213
DSC_9970.png,NIT,194,168,149,13,59,194,180,134,141,1778,2707,7213
DSC_9970.png,URO,202,140,103,11,125,202,162,147,157,1766,2515,7213
DSC_9970.png,PRO,128,141,93,38,87,141,144,115,152,1763,2325,7213
DSC_9970.png,pH,185,141,68,19,161,185,157,137,172,1748,2134,7213
DSC_9970.png,BLO,206,146,65,17,175,206,166,143,178,1749,1943,7213
DSC_9970.png,SG,153,126,66,21,145,153,138,131,164,1739,1752,7213
DSC_9970.png,KET,157,135,123,11,55,157,148,134,138,1763,1563,7213
DSC_9970.png,BIL,186,119,76,12,151,186,144,150,162,1737,1371,7213
DSC_9970.png,GLU,93,159,144,83,106,159,155,103,129,1733,1181,7213
DSC_9971.png,LEU,184,173,157,18,37,184,182,129,138,1821,2758,8173
DSC_9971.png,NIT,192,183,156,22,48,192,190,127,143,1765,2574,8173
DSC_9971.png,URO,203,156,106,15,122,203,173,139,161,1777,2389,8173
DSC_9971.png,PRO,171,161,82,27,133,171,167,121,170,1772,2204,8173
DSC_9971.png,pH,193,129,72,14,160,193,152,147,168,1752,2019,8173
DSC_9971.png,BLO,208,148,67,17,173,208,168,143,178,1766,1834,8173
DSC_9971.png,SG,126,109,45,24,164,126,119,126,165,1763,1649,8173
DSC_9971.png,KET,172,140,121,11,76,172,155,137,143,1754,1464,8173
DSC_9971.png,BIL,201,154,103,16,124,201,171,139,161,1751,1279,8173
DSC_9971.png,GLU,75,166,169,91,142,169,161,102,118,1748,1094,8173
DSC_9972.png,LEU,175,160,154,9,31,175,171,133,133,1810,2878,8173
DSC_9972.png,NIT,185,174,150,21,48,185,182,128,142,1750,2686,8173
DSC_9972.png,URO,199,147,93,15,136,199,165,141,164,1766,2492,8173
DSC_9972.png,PRO,165,157,78,27,134,165,163,120,170,1758,2299,8173
DSC_9972.png,pH,113,115,55,31,133,115,120,118,161,1757,2105,8173
DSC_9972.png,BLO,183,133,49,19,187,183,151,139,179,1760,1912,8173
DSC_9972.png,SG,107,103,62,27,107,107,110,123,152,1761,1718,8173
DSC_9972.png,KET,173,142,126,10,69,173,157,137,141,1745,1525,8173
DSC_9972.png,BIL,203,140,95,13,136,203,162,147,162,1745,1331,8173
DSC_9972.png,GLU,92,166,169,91,116,169,163,106,119,1739,1138,8173
DSC_9973.png,LEU,124,100,132,143,62,132,117,144,114,1673,2834,6625
DSC_9973.png,NIT,183,174,149,22,47,183,182,127,142,1633,2645,6625
DSC_9973.png,URO,196,143,102,13,122,196,162,143,158,1648,2455,6625
DSC_9973.png,PRO,166,155,77,26,137,166,162,121,170,1651,2265,6625
DSC_9973.png,pH,158,127,51,21,173,158,140,131,172,1638,2075,6625
DSC_9973.png,BLO,87,104,57,41,115,104,106,113,152,1641,1885,6625
DSC_9973.png,SG,82,90,54,37,102,90,94,118,148,1654,1694,6625
DSC_9973.png,KET,173,143,125,11,71,173,157,137,142,1635,1505,6625
DSC_9973.png,BIL,195,164,126,17,90,195,177,134,152,1631,1315,6625
DSC_9973.png,GLU,80,162,167,92,133,167,158,105,118,1618,1125,6625
DSC_9974.png,LEU,182,165,142,17,56,182,175,130,142,1571,2964,6361
DSC_9974.png,NIT,187,176,142,23,61,187,184,126,147,1569,2778,6361
DSC_9974.png,URO,196,140,98,13,128,196,160,144,159,1565,2592,6361
DSC_9974.png,PRO,144,148,83,32,112,148,152,116,162,1563,2406,6361
DSC_9974.png,pH,163,130,50,21,177,163,143,132,174,1567,2220,6361
DSC_9974.png,BLO,202,135,46,17,197,202,158,146,183,1563,2034,6361
DSC_9974.png,SG,89,91,40,31,143,91,95,119,157,1573,1848,6361
DSC_9974.png,KET,162,126,103,12,93,162,142,139,146,1559,1662,6361
DSC_9974.png,BIL,191,133,75,15,155,191,154,144,168,1555,1476,6361
DSC_9974.png,GLU,98,153,133,79,92,153,151,105,133,1538,1290,6361
DSC_9975.png,LEU,167,157,148,14,29,167,167,130,134,1858,2837,7845
DSC_9975.png,NIT,175,169,149,23,38,175,177,127,139,1850,2647,7845
DSC_9975.png,URO,188,140,94,15,128,188,158,141,160,1820,2458,7845
DSC_9975.png,PRO,160,150,69,27,145,160,157,121,171,1818,2268,7845
DSC_9975.png,pH,162,118,41,19,190,162,135,137,175,1815,2078,7845
DSC_9975.png,BLO,190,130,46,17,193,190,151,144,180,1806,1888,7845
DSC_9975.png,SG,95,91,45,28,134,95,97,122,155,1817,1698,7845
DSC_9975.png,KET,160,129,111,11,78,160,144,137,142,1809,1508,7845
DSC_9975.png,BIL,185,149,107,16,108,185,164,136,155,1808,1318,7845
DSC_9975.png,GLU,74,152,157,92,135,157,149,106,118,1800,1128,7845
DSC_9976.png,LEU,115,78,101,161,82,115,97,148,121,1772,2944,8809
